query,source,impressions,clicks,ctr,position,already_covered,matched_slug,score
rosacea face,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea nose,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea pronunciation,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea skin,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea skin care,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea symptoms,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea triggers,autocomplete,0,0,0.0,0.0,False,,15.0
rosacea types,autocomplete,0,0,0.0,0.0,False,,15.0
rosaceae,autocomplete,0,0,0.0,0.0,False,,15.0
sagging skinny jeans,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage car,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage car paint repair,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage cream,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage on chest,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage on face,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage on nose,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage paint repair,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage repair car,autocomplete,0,0,0.0,0.0,False,,15.0
sun damage to eyes,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged lips,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged paint on car,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged skin,autocomplete,0,0,0.0,0.0,False,,15.0
sun damaged skin on face,autocomplete,0,0,0.0,0.0,False,,15.0
rejuran cairns,search_console,8,0,0,10.25,False,,8.06
rf fractional laser,search_console,4,0,0,52.75,False,,6.4
fractional rf laser,search_console,3,0,0,96.33,False,,4.8
rf fractional skin resurfacing,search_console,3,0,0,65.33,False,,4.8
skin needling cairns,both,7,0,0,46.29,True,does-skin-needling-help-acne-scarring,3.62
bbl for sun damage wilmington nc,search_console,2,0,0,96.5,False,,3.2
fractional rf technology,search_console,2,0,0,49,False,,3.2
rf fractional lasers,search_console,2,0,0,61.5,False,,3.2
skin care cairns,search_console,2,0,0,81.5,False,,3.2
rejuran skin therapy in cairns,search_console,2,0,0,12,False,,2.12
broad band light,search_console,1,0,0,87,False,,1.6
cairns facials,search_console,1,0,0,70,False,,1.6
dermaplaning cairns,search_console,1,0,0,59,False,,1.6
facial cairns,search_console,1,0,0,72,False,,1.6
fractional rf,search_console,1,0,0,100,False,,1.6
fractional rf lasers,search_console,1,0,0,99,False,,1.6
fractional rf skin resurfacing,search_console,1,0,0,55,False,,1.6
rejuran injection,search_console,1,0,0,50,False,,1.6
skin treatments cairns,search_console,1,0,0,73,False,,1.6
acne cream,autocomplete,0,0,0.0,0.0,True,why-isnt-my-acne-cream-working,1.5
acne scar treatment,autocomplete,0,0,0.0,0.0,True,skin-needling,1.5
acne treatment,autocomplete,0,0,0.0,0.0,True,skin-needling,1.5
cairns skin cancer and cosmetic clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin cancer clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin care clinic,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin clinic dfo,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
cairns skin clinic smithfield,autocomplete,0,0,0.0,0.0,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.5
dry skin around eyes,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
dry skin around mouth,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
dry skin around nose,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
dry skin rash,autocomplete,0,0,0.0,0.0,True,why-do-bites-and-heat-rash-leave-dark-marks-in-cairns,1.5
enlarged pores before and after,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores causes,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores meaning in hindi,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores means,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on breast,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on cheeks,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on face,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on face treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on forehead,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on nose,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores on nose treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores reddit,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores serum,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores skincare,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
enlarged pores treatment,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
fine lines and wrinkles,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines around mouth,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines attitude strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines face,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines lingerie,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines memory strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines myer,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines on forehead,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines plunge bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines push up bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines strapless bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines t shirt bra,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines tattoo melbourne,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
fine lines under eyes,autocomplete,0,0,0.0,0.0,True,fine-lines-wrinkles,1.5
laser hair removal at home,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal brisbane,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal cairns,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal chermside,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal cost,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal device,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal gold coast,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal hervey bay,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal machine,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal mackay,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal near me,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal smithfield,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal sunshine coast,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal toowoomba,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
laser hair removal townsville,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
melasma laser treatment,autocomplete,0,0,0.0,0.0,True,capillary-reduction,1.5
pigmentation around mouth,autocomplete,0,0,0.0,0.0,True,what-causes-pigmentation-around-the-mouth,1.5
pigmentation laser treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
pigmentation on face treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
pigmentation removal,autocomplete,0,0,0.0,0.0,True,pigmentation-removal,1.5
pigmentation removal cream,autocomplete,0,0,0.0,0.0,True,pigmentation-removal,1.5
pigmentation removal laser,autocomplete,0,0,0.0,0.0,True,is-laser-hair-removal-safe-on-tanned-skin,1.5
pigmentation skin,autocomplete,0,0,0.0,0.0,True,pigmentation,1.5
pigmentation treatment,autocomplete,0,0,0.0,0.0,True,can-i-get-pigmentation-treatment-with-a-tan,1.5
rosacea laser treatment,autocomplete,0,0,0.0,0.0,True,capillary-reduction,1.5
rosacea treatment,autocomplete,0,0,0.0,0.0,True,kleresca-rosacea,1.5
sagging skin after weight loss,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sagging skin around mouth,autocomplete,0,0,0.0,0.0,True,enlarged-pores,1.5
sagging skin glp 1,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin inner thighs,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin meaning,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin near mouth,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin neck treatment,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sagging skin on arms,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin on face,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin on neck,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin treatment,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sagging skin under arms,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin under chin,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
sagging skin under eyes,autocomplete,0,0,0.0,0.0,True,sagging-skin-elasticity,1.5
skin needling aftercare,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling before and after,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling benefits,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling brisbane,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling cost,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling downtime,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling gold coast,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling mackay,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling near me,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling pen,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling sunshine coast,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling toowoomba,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling townsville,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
skin needling vs microneedling,autocomplete,0,0,0.0,0.0,True,does-skin-needling-help-acne-scarring,1.5
sun damage skin treatment,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
sun damage skin treatment cream,autocomplete,0,0,0.0,0.0,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.5
skin treatment cairns,search_console,2,0,0,74.5,True,what-to-avoid-on-skin-after-treatment-in-humidity,0.32
bbl light treatment,search_console,1,0,0,101,True,bbl,0.16
cairns skin clinic,search_console,1,0,0,65,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
rough skin,search_console,1,0,0,78,True,rough-dry-skin,0.16
skin clinic cairns,search_console,1,0,0,68,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
what does rejuran do,search_console,1,0,0,65,True,what-does-pigmentation-mean,0.16
